,player_id,mean_ply_count,main_opening_white,main_opening_black,opening_diversity,opening_concentration,abandon_rate,time_loss_rate,draw_ratio,score_when_winstreak,score_when_losestreak,streak_resilience_bias,abandon_rate_when_losestreak,time_loss_rate_when_losestreak,delay_ratio_when_winstreak,delay_ratio_when_losestreak,cv_games_interval,cv_games_per_day,cv_games_per_week,cv_sessions_interval,entropy_sessions_interval,mean_games_per_session,cv_games_per_session,increment_game_ratio,weekday_bias,color_bias,session_length_performance_slope,within_session_performance_slope,games_per_day_performance_slope,games_per_week_performance_slope,elo_gain,elo_gain_per_game,elo_slope_per_game,elo_slope_per_day,cluster
0,a123krowy,41.51126927639383,Queen’s Pawn Systems,King’s Pawn Games / Bishop’s Opening / Vienna,1.498862514408197,0.44499667908725504,0.38671411625148205,0.021352313167259003,0.035587188612099,0.536312849162011,0.430131004366812,0.106181844795198,0.41484716157205204,0.008733624454148001,0.859892660669997,1.046800857196612,4.555823291901113,0.8419112037735881,0.8156088380743801,1.903348446477354,1.218248552893215,5.078313253012048,0.9097710289204881,0.99644128113879,-0.028966768415596002,0.11854814197746201,0.006885808889600001,0.023772458857020003,0.0032890029594430004,0.0013282247199170002,-376,-0.44655581947743406,0.003463832778392,0.29731267496366703,2
1,a5_tulatrain-moscow,47.28387096774193,King’s Gambit,Sicilian,1.693546784542645,0.498363697705803,0.390322580645161,0.038709677419354,0.027419354838709,0.34705882352941103,0.37735849056603704,-0.030299667036626003,0.424528301886792,0.023584905660377003,0.804646969489427,1.084521622601235,2.8534720638717683,0.9622729417676721,0.72999463670289,1.607500158339355,1.141608457322384,2.695652173913043,0.9122115559933571,0.085483870967741,-0.053778992622472,0.07976531942633601,0.023227596935914002,-0.07188282584624,0.009775637915697001,0.001817659071255,-133,-0.214862681744749,-0.241719830255916,-1.013004104794582,3
2,abadan007,71.82488479262673,Italian Game & Two Knights Defense,Italian Game & Two Knights Defense,2.434890383093968,0.22549269452939102,0.036866359447004005,0.018433179723502002,0.032258064516129004,0.48,0.558823529411764,-0.078823529411764,0.07843137254901901,0.019607843137254003,0.9960083689947601,0.6491511965868381,2.366005781963053,0.9073675378323891,1.033478615887244,1.87501591090491,1.313032514718595,1.486301369863013,0.5925602208035661,1.0,-0.092144373673036,-0.046083927964661,-0.12532022004344,0.30795454545454504,-0.030454607295350003,-0.001011593980343,39,0.18055555555555503,0.15117062904869702,0.237955479788087,0
3,abasssm,45.824742268041234,King’s Pawn Games / Bishop’s Opening / Vienna,King’s Pawn Games / Bishop’s Opening / Vienna,2.261722696068645,0.23883047502381902,0.27422680412371103,0.030927835051546,0.014432989690721001,0.5,0.486607142857142,0.013392857142857002,0.36607142857142805,0.017857142857142003,0.9183156309159081,0.8196366393981691,3.478529402057926,0.8114364514254141,0.600010305969196,1.724619268018328,1.294543563508647,3.368055555555555,0.8270181272990881,0.0,-0.002235388194242,0.10295869062202201,0.004610053580769,0.026876397075774,0.001997273396199,0.0005465809640470001,21,0.043388429752066006,0.166094139352495,0.448835619712654,1
4,abdeerrahim,63.96267190569745,Italian Game & Two Knights Defense,Modern / Robatsch / Pirc,2.108971388540961,0.359021917215369,0.204322200392927,0.041257367387033006,0.023575638506876002,0.5680000000000001,0.43442622950819604,0.13357377049180302,0.229508196721311,0.057377049180327,0.629225666795029,0.721440432142127,4.503285923301214,0.788596195636585,1.063772830986606,2.9989092421212,1.078819697822754,2.203463203463203,0.8115272081866011,0.009823182711198001,0.003826530612244,0.017504405082073002,0.011173125512005002,0.011296902022708001,0.005349402442690001,-0.0018768183688480003,136,0.26771653543307,0.268417307365065,0.8929550032291981,0
5,abiramy_ruban,68.93083573487031,Queen’s Pawn Systems,Philidor's Defence,1.9733157899166751,0.3960326953748,0.09798270893371701,0.034582132564841,0.040345821325648006,0.56060606060606,0.419540229885057,0.141065830721003,0.09195402298850501,0.011494252873563001,0.646448639884682,1.417595995670888,5.163142067546562,0.9793457030737971,1.080296979587051,2.787666790279534,1.23507806780095,3.242990654205607,0.9122229457249691,0.0835734870317,-0.05752965446106201,0.009353402445507001,0.0032003783661010005,0.05563319626325,-0.0025079733806110003,3.3385975132798124e-05,-150,-0.43352601156069304,-0.13807808494346702,-0.260013104901792,4
6,abo_omar122,74.14514145141452,King’s Pawn Games / Bishop’s Opening / Vienna,Italian Game & Two Knights Defense,2.314500254672706,0.21398312777623102,0.19311193111931102,0.03690036900369,0.050430504305043006,0.5,0.47593582887700503,0.024064171122994003,0.24598930481283401,0.053475935828877004,0.7252678818051741,0.699629618313175,6.892620793905895,0.7441084528591171,0.46688810711806805,4.104296163422937,0.9378599882651901,2.893238434163701,0.8387265156117071,1.0,0.009302325581395,0.10086721293617801,0.002053220870885,-0.007174451365627001,-0.000771251319845,-0.0030949872415660003,-2,-0.0024630541871920003,-0.032076514771513,-0.165243977354663,0
7,aboadel2025,60.561368209255534,King’s Pawn Games / Bishop’s Opening / Vienna,Alekhine Defense & related starts,2.060456132454862,0.37136331238255604,0.307847082494969,0.0060362173038220005,0.014084507042253001,0.42056074766355106,0.46590909090909005,-0.045348343245539005,0.318181818181818,0.007575757575757001,1.51046930880407,0.608470282038803,2.759259057965248,0.46648490868255804,0.8980817938258451,1.00670831348703,0.5819181977558661,7.308823529411764,0.8737684850382551,0.0,0.041364535266974006,0.021155964491673,-0.008598453070539,0.17469919119860802,-0.000760400871933,0.000818260508293,-175,-0.35282258064516103,-0.11473631919773601,-3.2319971829568352,2
8,aboamer14,67.36160714285714,Italian Game & Two Knights Defense,Alekhine Defense & related starts,1.814055476803746,0.43260777084515,0.17857142857142802,0.044642857142857005,0.049107142857142,0.45255474452554706,0.5,-0.047445255474452004,0.18181818181818102,0.05594405594405501,1.082967123580874,1.202451120876416,1.466372563463255,0.575477232511321,0.42194866346888005,1.021567082379801,0.9080231579613071,1.611510791366906,0.6447251303526961,0.0,0.020932867063980003,0.002836074872376,0.004428067926946,0.00121924489013,0.002473437138094,-0.0011246098619490002,75,0.11177347242921001,0.081792035699179,0.35173411320955805,0
9,ad0105,57.68,King’s Pawn Games / Bishop’s Opening / Vienna,Modern / Robatsch / Pirc,2.096111960239295,0.27167554188854703,0.33375000000000005,0.03,0.0125,0.47179487179487106,0.552486187845303,-0.080691316050432,0.29834254143646405,0.027624309392265,0.638103499639848,1.714229645825587,4.022999788695935,0.7497795471799491,0.875232483995919,2.114097148347701,1.114044214175617,3.292181069958848,0.715362453643357,0.10625000000000001,0.012,0.035063376584414004,-0.009547597799664001,-0.07572157572157501,0.006382830398532001,0.0012466947522380002,128,0.160200250312891,0.090277066839166,0.484919997722758,1
